,Away Money Line,Date,Day,Favorite,Favorite_Home,Home Money Line,Loser/tie,Pred_Total,PtsL,PtsW,Spread,TOL,TOW,Time,True_total,Underdog,Underdog_Home,Unnamed: 5,Unnamed: 7,Week,Winner/tie,YdsL,YdsW,Year,year,O/U
6,-330.0,6-Nov,Sun,Cowboys,0.0,260.0,Browns,49.0,10,35,-7.0,0,0,1:00PM,45,Browns,1.0,@,boxscore,9,Cowboys,222,423,2016.0,2016,Under
7,-230.0,6-Nov,Sun,Saints,0.0,195.0,49ers,53.0,23,41,-5.0,4,0,4:05PM,64,49ers,1.0,@,boxscore,9,Saints,486,571,2016.0,2016,Over
8,-156.0,6-Nov,Sun,Panthers,0.0,140.0,Rams,44.5,10,13,-3.0,1,0,4:05PM,23,Rams,1.0,@,boxscore,9,Panthers,339,244,2016.0,2016,Under
9,270.0,6-Nov,Sun,Packers,1.0,-345.0,Packers,52.0,26,31,-7.5,1,2,4:25PM,57,Colts,0.0,@,boxscore,9,Colts,405,355,2016.0,2016,Over
10,170.0,6-Nov,Sun,Chargers,1.0,-185.0,Titans,47.5,35,43,-3.5,3,0,4:25PM,78,Titans,0.0,,boxscore,9,Chargers,393,476,2016.0,2016,Over
11,-105.0,6-Nov,Sun,Raiders,1.0,-115.0,Broncos,44.5,20,30,-1.0,2,0,8:30PM,50,Broncos,0.0,,boxscore,9,Raiders,299,397,2016.0,2016,Over
12,210.0,7-Nov,Mon,Seahawks,1.0,-260.0,Bills,43.5,25,31,-6.0,1,0,8:30PM,56,Bills,0.0,,boxscore,9,Seahawks,425,278,2016.0,2016,Over
0,290.0,10-Nov,Thu,Ravens,1.0,-350.0,Browns,44.0,7,28,-7.5,3,2,8:25PM,35,Browns,0.0,,boxscore,10,Ravens,144,396,2016.0,2016,Under
1,125.0,13-Nov,Sun,Redskins,1.0,-145.0,Vikings,42.0,20,26,-2.5,1,1,1:00PM,46,Vikings,0.0,,boxscore,10,Redskins,331,388,2016.0,2016,Over
2,130.0,13-Nov,Sun,Jaguars,1.0,-150.0,Jaguars,42.5,21,24,-2.5,2,0,1:00PM,45,Texans,0.0,@,boxscore,10,Texans,327,273,2016.0,2016,Over
3,-140.0,13-Nov,Sun,Bears,0.0,120.0,Bears,45.0,10,36,-2.5,4,1,1:00PM,46,Buccaneers,1.0,,boxscore,10,Buccaneers,283,360,2016.0,2016,Over
4,145.0,13-Nov,Sun,Panthers,1.0,-155.0,Panthers,44.0,17,20,-3.0,2,1,1:00PM,37,Chiefs,0.0,@,boxscore,10,Chiefs,341,256,2016.0,2016,Under
5,-149.0,13-Nov,Sun,Packers,0.0,135.0,Packers,48.5,25,47,-3.0,3,0,1:00PM,72,Titans,1.0,,boxscore,10,Titans,402,446,2016.0,2016,Over
6,135.0,13-Nov,Sun,Saints,1.0,-155.0,Saints,49.5,23,25,-3.0,4,2,1:00PM,48,Broncos,0.0,@,boxscore,10,Broncos,373,337,2016.0,2016,Under
7,-120.0,13-Nov,Sun,Rams,0.0,100.0,Jets,39.0,6,9,-1.0,1,0,1:00PM,15,Jets,1.0,@,boxscore,10,Rams,296,280,2016.0,2016,Under
8,106.0,13-Nov,Sun,Eagles,1.0,-125.0,Falcons,49.0,15,24,-1.0,1,1,1:00PM,39,Falcons,0.0,,boxscore,10,Eagles,303,429,2016.0,2016,Under
9,180.0,13-Nov,Sun,Chargers,1.0,-210.0,Chargers,49.0,24,31,-4.5,4,1,4:05PM,55,Dolphins,0.0,@,boxscore,10,Dolphins,379,337,2016.0,2016,Over
10,625.0,13-Nov,Sun,Cardinals,1.0,-900.0,49ers,46.5,20,23,-13.5,1,4,4:25PM,43,49ers,0.0,,boxscore,10,Cardinals,281,443,2016.0,2016,Under
11,140.0,13-Nov,Sun,Steelers,1.0,-160.0,Steelers,50.5,30,35,-3.0,0,1,4:25PM,65,Cowboys,0.0,@,boxscore,10,Cowboys,448,422,2016.0,2016,Over
12,275.0,13-Nov,Sun,Patriots,1.0,-350.0,Patriots,49.5,24,31,-7.5,2,0,8:30PM,55,Seahawks,0.0,@,boxscore,10,Seahawks,385,420,2016.0,2016,Over
13,-118.0,14-Nov,Mon,Bengals,0.0,-105.0,Bengals,49.0,20,21,-1.0,1,2,8:30PM,41,Giants,1.0,,boxscore,10,Giants,264,351,2016.0,2016,Under
0,167.0,17-Nov,Thu,Panthers,1.0,-188.0,Saints,52.5,20,23,-3.5,2,0,8:25PM,43,Saints,0.0,,boxscore,11,Panthers,371,223,2016.0,2016,Under
1,120.0,20-Nov,Sun,Bengals,1.0,-140.0,Bengals,48.0,12,16,-2.5,2,1,1:00PM,28,Bills,0.0,@,boxscore,11,Bills,300,342,2016.0,2016,Under
2,250.0,20-Nov,Sun,Chiefs,1.0,-300.0,Chiefs,45.0,17,19,-7.0,2,1,1:00PM,36,Buccaneers,0.0,@,boxscore,11,Buccaneers,343,442,2016.0,2016,Under
3,240.0,20-Nov,Sun,Giants,1.0,-295.0,Bears,41.5,16,22,-7.0,1,0,1:00PM,38,Bears,0.0,,boxscore,11,Giants,315,329,2016.0,2016,Under
4,200.0,20-Nov,Sun,Lions,1.0,-240.0,Jaguars,47.0,19,26,-5.5,3,2,1:00PM,45,Jaguars,0.0,,boxscore,11,Lions,285,277,2016.0,2016,Under
5,110.0,20-Nov,Sun,Vikings,1.0,-130.0,Cardinals,40.0,24,30,-2.0,2,1,1:00PM,54,Cardinals,0.0,,boxscore,11,Vikings,290,217,2016.0,2016,Over
6,120.0,20-Nov,Sun,Colts,1.0,-145.0,Titans,53.5,17,24,-3.0,0,1,1:00PM,41,Titans,0.0,,boxscore,11,Colts,351,327,2016.0,2016,Under
7,270.0,20-Nov,Sun,Cowboys,1.0,-300.0,Ravens,44.5,17,27,-7.0,0,0,1:00PM,44,Ravens,0.0,,boxscore,11,Cowboys,368,417,2016.0,2016,Under
8,-400.0,20-Nov,Sun,Steelers,0.0,300.0,Browns,44.5,9,24,-8.5,2,0,1:00PM,33,Browns,1.0,@,boxscore,11,Steelers,209,313,2016.0,2016,Under
9,-115.0,20-Nov,Sun,Dolphins,0.0,-105.0,Rams,38.5,10,14,-1.0,1,1,4:05PM,24,Rams,1.0,@,boxscore,11,Dolphins,227,240,2016.0,2016,Under
10,-588.0,20-Nov,Sun,Patriots,0.0,400.0,49ers,51.5,17,30,-11.5,0,0,4:25PM,47,49ers,1.0,@,boxscore,11,Patriots,299,444,2016.0,2016,Under
11,235.0,20-Nov,Sun,Seahawks,1.0,-275.0,Eagles,43.0,15,26,-6.5,2,0,4:25PM,41,Eagles,0.0,,boxscore,11,Seahawks,308,439,2016.0,2016,Under
12,130.0,20-Nov,Sun,Redskins,1.0,-150.0,Packers,48.0,24,42,-3.0,2,0,8:30PM,66,Packers,0.0,,boxscore,11,Redskins,424,515,2016.0,2016,Over
13,250.0,21-Nov,Mon,Raiders,1.0,-300.0,Texans,45.5,20,27,-6.5,2,1,8:30PM,47,Texans,0.0,,boxscore,11,Raiders,354,325,2016.0,2016,Over
0,113.0,24-Nov,Thu,Lions,1.0,-125.0,Vikings,42.5,13,16,-2.5,1,0,12:30PM,29,Vikings,0.0,,boxscore,12,Lions,306,308,2016.0,2016,Under
1,210.0,24-Nov,Thu,Cowboys,1.0,-250.0,Redskins,52.5,26,31,-5.5,0,0,4:30PM,57,Redskins,0.0,,boxscore,12,Cowboys,505,353,2016.0,2016,Over
2,-450.0,24-Nov,Thu,Steelers,0.0,330.0,Colts,50.0,7,28,-8.5,2,0,8:30PM,35,Colts,1.0,@,boxscore,12,Steelers,310,369,2016.0,2016,Under
3,330.0,27-Nov,Sun,Bills,1.0,-400.0,Jaguars,44.0,21,28,-8.5,0,0,1:00PM,49,Jaguars,0.0,,boxscore,12,Bills,301,304,2016.0,2016,Over
4,-140.0,27-Nov,Sun,Chargers,0.0,120.0,Texans,46.0,13,21,-2.5,4,1,1:00PM,34,Texans,1.0,@,boxscore,12,Chargers,353,302,2016.0,2016,Under
5,-270.0,27-Nov,Sun,Titans,0.0,230.0,Bears,42.0,21,27,-6.5,2,0,1:00PM,48,Bears,1.0,@,boxscore,12,Titans,411,375,2016.0,2016,Over
6,300.0,27-Nov,Sun,Saints,1.0,-400.0,Rams,44.5,21,49,-8.0,2,1,1:00PM,70,Rams,0.0,,boxscore,12,Saints,247,555,2016.0,2016,Over
7,290.0,27-Nov,Sun,Dolphins,1.0,-350.0,49ers,44.5,24,31,-7.0,2,0,1:00PM,55,49ers,0.0,,boxscore,12,Dolphins,475,358,2016.0,2016,Over
8,160.0,27-Nov,Sun,Falcons,1.0,-200.0,Cardinals,49.0,19,38,-4.0,1,1,1:00PM,57,Cardinals,0.0,,boxscore,12,Falcons,332,360,2016.0,2016,Over
9,160.0,27-Nov,Sun,Ravens,1.0,-180.0,Bengals,41.5,14,19,-3.5,2,1,1:00PM,33,Bengals,0.0,,boxscore,12,Ravens,325,311,2016.0,2016,Under
10,-286.0,27-Nov,Sun,Giants,0.0,230.0,Browns,46.0,13,27,-6.5,3,1,1:00PM,40,Browns,1.0,@,boxscore,12,Giants,343,296,2016.0,2016,Under
11,-230.0,27-Nov,Sun,Seahawks,0.0,190.0,Seahawks,46.0,5,14,-5.0,3,2,4:05PM,19,Buccaneers,1.0,,boxscore,12,Buccaneers,245,338,2016.0,2016,Under
12,-450.0,27-Nov,Sun,Patriots,0.0,350.0,Jets,48.0,17,22,-9.0,2,0,4:25PM,39,Jets,1.0,@,boxscore,12,Patriots,333,377,2016.0,2016,Under
13,157.0,27-Nov,Sun,Raiders,1.0,-180.0,Panthers,48.0,32,35,-3.5,2,2,4:25PM,67,Panthers,0.0,,boxscore,12,Raiders,358,366,2016.0,2016,Over
14,165.0,27-Nov,Sun,Broncos,1.0,-190.0,Broncos,40.0,27,30,-3.5,1,0,8:30PM,57,Chiefs,0.0,@,boxscore,12,Chiefs,464,273,2016.0,2016,Over
15,170.0,28-Nov,Mon,Eagles,1.0,-200.0,Eagles,47.0,13,27,-4.0,1,0,8:30PM,40,Packers,0.0,@,boxscore,12,Packers,292,387,2016.0,2016,Under
0,-155.0,1-Dec,Thu,Cowboys,0.0,135.0,Vikings,43.5,15,17,-3.0,1,2,7:25PM,32,Vikings,1.0,@,boxscore,13,Cowboys,318,264,2016.0,2016,Under
1,220.0,4-Dec,Sun,Saints,1.0,-270.0,Saints,53.5,13,28,-6.5,3,0,1:00PM,41,Lions,0.0,@,boxscore,13,Lions,369,422,2016.0,2016,Under
2,-120.0,4-Dec,Sun,49ers,0.0,100.0,49ers,44.0,6,26,-1.0,0,1,1:00PM,32,Bears,1.0,,boxscore,13,Bears,147,326,2016.0,2016,Under
3,160.0,4-Dec,Sun,Ravens,1.0,-180.0,Dolphins,41.5,6,38,-3.5,3,2,1:00PM,44,Dolphins,0.0,,boxscore,13,Ravens,277,496,2016.0,2016,Over
4,-185.0,4-Dec,Sun,Broncos,0.0,165.0,Jaguars,38.5,10,20,-3.5,3,0,1:00PM,30,Jaguars,1.0,@,boxscore,13,Broncos,333,206,2016.0,2016,Under
5,187.0,4-Dec,Sun,Falcons,1.0,-217.0,Falcons,50.0,28,29,-5.0,1,1,1:00PM,57,Chiefs,0.0,@,boxscore,13,Chiefs,418,389,2016.0,2016,Over
6,105.0,4-Dec,Sun,Bengals,1.0,-125.0,Eagles,42.0,14,32,-1.5,3,2,1:00PM,46,Eagles,0.0,,boxscore,13,Bengals,359,412,2016.0,2016,Over
7,600.0,4-Dec,Sun,Patriots,1.0,-900.0,Rams,44.5,10,26,-13.0,2,0,1:00PM,36,Rams,0.0,,boxscore,13,Patriots,162,402,2016.0,2016,Under
8,241.0,4-Dec,Sun,Packers,1.0,-307.0,Texans,44.5,13,21,-6.5,1,1,1:00PM,34,Texans,0.0,,boxscore,13,Packers,307,309,2016.0,2016,Under
9,145.0,4-Dec,Sun,Raiders,1.0,-165.0,Bills,48.5,24,38,-3.0,2,0,4:05PM,62,Bills,0.0,,boxscore,13,Raiders,382,399,2016.0,2016,Over
10,115.0,4-Dec,Sun,Cardinals,1.0,-135.0,Redskins,48.5,23,31,-2.5,2,0,4:25PM,54,Redskins,0.0,,boxscore,13,Cardinals,333,369,2016.0,2016,Over
11,155.0,4-Dec,Sun,Chargers,1.0,-175.0,Chargers,49.0,21,28,-3.5,2,1,4:25PM,49,Buccaneers,0.0,@,boxscore,13,Buccaneers,330,349,2016.0,2016,Over
12,230.0,4-Dec,Sun,Steelers,1.0,-300.0,Giants,50.0,14,24,-6.5,2,2,4:25PM,38,Giants,0.0,,boxscore,13,Steelers,234,389,2016.0,2016,Under
13,300.0,4-Dec,Sun,Seahawks,1.0,-380.0,Panthers,43.5,7,40,-8.0,2,1,8:30PM,47,Panthers,0.0,,boxscore,13,Seahawks,271,534,2016.0,2016,Over
14,100.0,5-Dec,Mon,Jets,1.0,-125.0,Jets,48.5,10,41,-1.5,3,1,8:30PM,51,Colts,0.0,@,boxscore,13,Colts,250,421,2016.0,2016,Over
0,163.0,8-Dec,Thu,Chiefs,1.0,-200.0,Raiders,46.0,13,21,-3.5,0,3,8:25PM,34,Raiders,0.0,,boxscore,14,Chiefs,244,323,2016.0,2016,Under
1,-128.0,11-Dec,Sun,Cardinals,0.0,108.0,Cardinals,44.0,23,26,-2.0,4,3,1:00PM,49,Dolphins,1.0,,boxscore,14,Dolphins,300,314,2016.0,2016,Over
2,100.0,11-Dec,Sun,Panthers,1.0,-120.0,Chargers,48.5,16,28,-1.0,5,1,1:00PM,44,Chargers,0.0,,boxscore,14,Panthers,278,272,2016.0,2016,Under
3,280.0,11-Dec,Sun,Lions,1.0,-350.0,Bears,42.0,17,20,-7.5,0,2,1:00PM,37,Bears,0.0,,boxscore,14,Lions,296,323,2016.0,2016,Under
4,110.0,11-Dec,Sun,Titans,1.0,-130.0,Broncos,44.0,10,13,-2.0,2,0,1:00PM,23,Broncos,0.0,,boxscore,14,Titans,348,253,2016.0,2016,Under
5,220.0,11-Dec,Sun,Colts,1.0,-280.0,Colts,47.5,17,22,-6.5,3,1,1:00PM,39,Texans,0.0,@,boxscore,14,Texans,348,316,2016.0,2016,Under
6,-188.0,11-Dec,Sun,Vikings,0.0,150.0,Jaguars,38.0,16,25,-3.0,0,1,1:00PM,41,Jaguars,1.0,@,boxscore,14,Vikings,315,377,2016.0,2016,Over
7,-205.0,11-Dec,Sun,Bengals,0.0,175.0,Browns,41.5,10,23,-4.5,1,0,1:00PM,33,Browns,1.0,@,boxscore,14,Bengals,254,360,2016.0,2016,Under
8,-133.0,11-Dec,Sun,Redskins,0.0,110.0,Eagles,48.5,22,27,-2.5,2,1,1:00PM,49,Eagles,1.0,@,boxscore,14,Redskins,383,334,2016.0,2016,Over
9,-125.0,11-Dec,Sun,Steelers,0.0,105.0,Bills,46.0,20,27,-2.0,1,3,1:00PM,47,Bills,1.0,@,boxscore,14,Steelers,275,460,2016.0,2016,Over
10,135.0,11-Dec,Sun,49ers,1.0,-145.0,49ers,43.0,17,23,-2.5,0,1,4:05PM,40,Jets,0.0,@,boxscore,14,Jets,364,404,2016.0,2016,Under
11,115.0,11-Dec,Sun,Buccaneers,1.0,-135.0,Saints,51.5,11,16,-2.5,3,0,4:25PM,27,Saints,0.0,,boxscore,14,Buccaneers,294,270,2016.0,2016,Under
12,-155.0,11-Dec,Sun,Seahawks,0.0,135.0,Seahawks,46.0,10,38,-3.0,6,0,4:25PM,48,Packers,1.0,,boxscore,14,Packers,354,330,2016.0,2016,Over
13,-220.0,11-Dec,Sun,Falcons,0.0,190.0,Rams,44.0,14,42,-5.0,5,0,4:25PM,56,Rams,1.0,@,boxscore,14,Falcons,312,286,2016.0,2016,Over
14,-185.0,11-Dec,Sun,Cowboys,0.0,165.0,Cowboys,47.0,7,10,-3.5,3,3,8:30PM,17,Giants,1.0,,boxscore,14,Giants,260,260,2016.0,2016,Under
15,235.0,12-Dec,Mon,Patriots,1.0,-275.0,Ravens,45.0,23,30,-6.5,1,3,8:30PM,53,Ravens,0.0,,boxscore,14,Patriots,348,496,2016.0,2016,Over
0,900.0,15-Dec,Thu,Seahawks,1.0,-1600.0,Rams,39.5,3,24,-15.5,0,1,8:25PM,27,Rams,0.0,,boxscore,15,Seahawks,183,299,2016.0,2016,Under
1,-150.0,17-Dec,Sat,Dolphins,0.0,125.0,Jets,39.5,13,34,-2.5,4,1,8:25PM,47,Jets,1.0,@,boxscore,15,Dolphins,360,303,2016.0,2016,Over
2,350.0,18-Dec,Sun,Bills,1.0,-500.0,Browns,43.0,13,33,-10.5,0,0,1:00PM,46,Browns,0.0,,boxscore,15,Bills,269,451,2016.0,2016,Over
3,180.0,18-Dec,Sun,Giants,1.0,-200.0,Lions,41.5,6,17,-4.0,2,0,1:00PM,23,Lions,0.0,,boxscore,15,Giants,324,300,2016.0,2016,Under
4,-230.0,18-Dec,Sun,Packers,0.0,190.0,Bears,40.0,27,30,-4.5,4,0,1:00PM,57,Bears,1.0,@,boxscore,15,Packers,449,451,2016.0,2016,Over
5,195.0,18-Dec,Sun,Vikings,1.0,-240.0,Vikings,45.0,6,34,-5.5,3,0,1:00PM,40,Colts,0.0,@,boxscore,15,Colts,282,411,2016.0,2016,Under
6,-175.0,18-Dec,Sun,Steelers,0.0,140.0,Bengals,45.5,20,24,-3.0,1,0,1:00PM,44,Bengals,1.0,@,boxscore,15,Steelers,222,382,2016.0,2016,Under
7,195.0,18-Dec,Sun,Ravens,1.0,-240.0,Eagles,41.0,26,27,-5.0,1,2,1:00PM,53,Eagles,0.0,,boxscore,15,Ravens,328,340,2016.0,2016,Over
8,155.0,18-Dec,Sun,Texans,1.0,-189.0,Jaguars,39.5,20,21,-3.5,1,2,1:00PM,41,Jaguars,0.0,,boxscore,15,Texans,150,387,2016.0,2016,Over
9,220.0,18-Dec,Sun,Chiefs,1.0,-260.0,Chiefs,42.5,17,19,-6.0,1,3,1:00PM,36,Titans,0.0,@,boxscore,15,Titans,316,389,2016.0,2016,Under
10,135.0,18-Dec,Sun,Cardinals,1.0,-160.0,Cardinals,48.0,41,48,-3.0,2,1,4:05PM,89,Saints,0.0,@,boxscore,15,Saints,425,488,2016.0,2016,Over
11,700.0,18-Dec,Sun,Falcons,1.0,-1100.0,49ers,51.5,13,41,-14.0,1,1,4:05PM,54,49ers,0.0,,boxscore,15,Falcons,272,550,2016.0,2016,Over
12,-165.0,18-Dec,Sun,Patriots,0.0,135.0,Broncos,43.0,3,16,-3.0,3,0,4:25PM,19,Broncos,1.0,@,boxscore,15,Patriots,309,313,2016.0,2016,Under
13,-143.0,18-Dec,Sun,Raiders,0.0,115.0,Chargers,50.0,16,19,-2.5,2,2,4:25PM,35,Chargers,1.0,@,boxscore,15,Raiders,263,345,2016.0,2016,Under
14,240.0,18-Dec,Sun,Cowboys,1.0,-300.0,Buccaneers,47.5,20,26,-6.5,4,1,8:30PM,46,Buccaneers,0.0,,boxscore,15,Cowboys,276,449,2016.0,2016,Under
15,255.0,19-Dec,Mon,Redskins,1.0,-320.0,Redskins,50.5,15,26,-7.0,3,0,8:30PM,41,Panthers,0.0,@,boxscore,15,Panthers,335,438,2016.0,2016,Under
0,-110.0,22-Dec,Thu,Eagles,1.0,-110.0,Giants,42.5,19,24,-1.0,3,1,8:25PM,43,Giants,0.0,,boxscore,16,Eagles,470,286,2016.0,2016,Over
1,-165.0,24-Dec,Sat,Falcons,0.0,135.0,Panthers,48.5,16,33,-3.0,2,0,1:00PM,49,Panthers,1.0,@,boxscore,16,Falcons,302,408,2016.0,2016,Over
2,1000.0,24-Dec,Sat,Patriots,1.0,-2000.0,Jets,45.0,3,41,-17.0,4,0,1:00PM,44,Jets,0.0,,boxscore,16,Patriots,239,325,2016.0,2016,Under
3,230.0,24-Dec,Sat,Packers,1.0,-295.0,Vikings,44.5,25,38,-6.5,2,0,1:00PM,63,Vikings,0.0,,boxscore,16,Packers,446,348,2016.0,2016,Over
4,190.0,24-Dec,Sat,Bills,1.0,-220.0,Bills,44.0,31,34,-4.5,0,1,1:00PM,65,Dolphins,0.0,@,boxscore,16,Dolphins,589,494,2016.0,2016,Over
5,-210.0,24-Dec,Sat,Chargers,0.0,180.0,Chargers,46.0,17,20,-4.5,1,0,1:00PM,37,Browns,1.0,,boxscore,16,Browns,356,251,2016.0,2016,Under
6,-220.0,24-Dec,Sat,Titans,0.0,180.0,Titans,44.0,17,38,-4.5,1,1,1:00PM,55,Jaguars,1.0,,boxscore,16,Jaguars,263,415,2016.0,2016,Over
7,-163.0,24-Dec,Sat,Redskins,0.0,130.0,Bears,49.0,21,41,-3.0,5,0,1:00PM,62,Bears,1.0,@,boxscore,16,Redskins,458,478,2016.0,2016,Over
8,165.0,24-Dec,Sat,Raiders,1.0,-185.0,Colts,51.5,25,33,-3.5,3,0,4:05PM,58,Colts,0.0,,boxscore,16,Raiders,390,463,2016.0,2016,Over
9,200.0,24-Dec,Sat,Rams,1.0,-240.0,Rams,39.5,21,22,-5.0,2,2,4:25PM,43,49ers,0.0,@,boxscore,16,49ers,177,323,2016.0,2016,Over
10,155.0,24-Dec,Sat,Saints,1.0,-175.0,Buccaneers,53.0,24,31,-3.0,2,0,4:25PM,55,Buccaneers,0.0,,boxscore,16,Saints,349,417,2016.0,2016,Over
11,300.0,24-Dec,Sat,Seahawks,1.0,-400.0,Seahawks,43.5,31,34,-8.0,1,1,4:25PM,65,Cardinals,0.0,@,boxscore,16,Cardinals,391,370,2016.0,2016,Over
12,135.0,24-Dec,Sat,Texans,1.0,-155.0,Bengals,41.5,10,12,-3.0,1,0,8:25PM,22,Bengals,0.0,,boxscore,16,Texans,294,250,2016.0,2016,Under
13,225.0,25-Dec,Sun,Steelers,1.0,-300.0,Ravens,46.5,27,31,-6.0,1,2,4:30PM,58,Ravens,0.0,,boxscore,16,Steelers,368,406,2016.0,2016,Over
14,160.0,25-Dec,Sun,Chiefs,1.0,-185.0,Broncos,37.5,10,33,-3.5,3,1,8:30PM,43,Broncos,0.0,,boxscore,16,Chiefs,246,484,2016.0,2016,Over
15,225.0,26-Dec,Mon,Cowboys,1.0,-265.0,Lions,46.5,21,42,-6.5,2,0,8:30PM,63,Lions,0.0,,boxscore,16,Cowboys,319,375,2016.0,2016,Over
0,135.0,1-Jan,Sun,Steelers,1.0,-155.0,Browns,41.5,24,27,-3.0,4,1,1:00PM,51,Browns,0.0,,boxscore,17,Steelers,437,312,2016.0,2016,Over
1,210.0,1-Jan,Sun,Vikings,1.0,-260.0,Bears,43.5,10,38,-6.5,5,1,1:00PM,48,Bears,0.0,,boxscore,17,Vikings,323,374,2016.0,2016,Over
2,140.0,1-Jan,Sun,Titans,1.0,-160.0,Texans,41.0,17,24,-3.0,1,1,1:00PM,41,Texans,0.0,,boxscore,17,Titans,289,236,2016.0,2016,Over
3,210.0,1-Jan,Sun,Colts,1.0,-260.0,Jaguars,48.5,20,24,-5.5,2,2,1:00PM,44,Jaguars,0.0,,boxscore,17,Colts,470,384,2016.0,2016,Under
4,-125.0,1-Jan,Sun,Ravens,0.0,105.0,Ravens,40.5,10,27,-1.5,2,0,1:00PM,37,Bengals,1.0,,boxscore,17,Bengals,335,371,2016.0,2016,Under
5,230.0,1-Jan,Sun,Eagles,1.0,-270.0,Cowboys,44.0,13,27,-6.5,2,0,1:00PM,40,Cowboys,0.0,,boxscore,17,Eagles,195,346,2016.0,2016,Under
6,135.0,1-Jan,Sun,Buccaneers,1.0,-155.0,Panthers,44.5,16,17,-3.0,3,2,1:00PM,33,Panthers,0.0,,boxscore,17,Buccaneers,335,300,2016.0,2016,Under
7,-400.0,1-Jan,Sun,Patriots,0.0,300.0,Dolphins,47.0,14,35,-8.0,2,0,1:00PM,49,Dolphins,1.0,@,boxscore,17,Patriots,280,396,2016.0,2016,Over
8,-222.0,1-Jan,Sun,Bills,0.0,180.0,Bills,43.0,10,30,-4.5,3,0,1:00PM,40,Jets,1.0,,boxscore,17,Jets,230,329,2016.0,2016,Under
9,-105.0,1-Jan,Sun,Broncos,1.0,-115.0,Raiders,40.0,6,24,-1.0,3,1,4:25PM,30,Raiders,0.0,,boxscore,17,Broncos,221,349,2016.0,2016,Under
10,-233.0,1-Jan,Sun,Chiefs,0.0,205.0,Chargers,44.5,27,37,-5.5,2,1,4:25PM,64,Chargers,1.0,@,boxscore,17,Chiefs,398,365,2016.0,2016,Over
11,275.0,1-Jan,Sun,Falcons,1.0,-350.0,Saints,58.5,32,38,-7.5,1,0,4:25PM,70,Saints,0.0,,boxscore,17,Falcons,473,465,2016.0,2016,Over
12,314.0,1-Jan,Sun,Redskins,1.0,-360.0,Redskins,47.5,10,19,-7.5,3,0,4:25PM,29,Giants,0.0,@,boxscore,17,Giants,284,332,2016.0,2016,Under
13,-600.0,1-Jan,Sun,Seahawks,0.0,450.0,49ers,43.5,23,25,-11.5,2,0,4:25PM,48,49ers,1.0,@,boxscore,17,Seahawks,253,376,2016.0,2016,Over
14,-320.0,1-Jan,Sun,Cardinals,0.0,260.0,Rams,39.0,6,44,-7.0,3,2,4:25PM,50,Rams,1.0,@,boxscore,17,Cardinals,123,344,2016.0,2016,Over
15,-200.0,1-Jan,Sun,Packers,0.0,170.0,Lions,50.5,24,31,-3.5,1,0,8:30PM,55,Lions,1.0,@,boxscore,17,Packers,408,448,2016.0,2016,Over
0,400.0,7-Sep,Thu,Patriots,1.0,-450.0,Patriots,48.0,27,42,-9.0,0,1,8:30PM,69,Chiefs,0.0,@,boxscore,1,Chiefs,371,537,2017.0,2017,Over
1,127.0,10-Sep,Sun,Titans,1.0,-137.0,Titans,50.5,16,26,-2.5,0,0,1:00PM,42,Raiders,0.0,@,boxscore,1,Raiders,350,359,2017.0,2017,Under
2,-286.0,10-Sep,Sun,Falcons,0.0,258.0,Bears,48.0,17,23,-6.5,0,0,1:00PM,40,Bears,1.0,@,boxscore,1,Falcons,301,372,2017.0,2017,Under
3,325.0,10-Sep,Sun,Bills,1.0,-360.0,Jets,42.5,12,21,-7.5,2,1,1:00PM,33,Jets,0.0,,boxscore,1,Bills,214,408,2017.0,2017,Under
4,-485.0,10-Sep,Sun,Steelers,0.0,425.0,Browns,47.0,18,21,-10.0,1,1,1:00PM,39,Browns,1.0,@,boxscore,1,Steelers,237,290,2017.0,2017,Under
5,125.0,10-Sep,Sun,Bengals,1.0,-135.0,Bengals,41.5,0,20,-2.5,5,1,1:00PM,20,Ravens,0.0,@,boxscore,1,Ravens,221,268,2017.0,2017,Under
6,-120.0,10-Sep,Sun,Eagles,0.0,110.0,Redskins,49.5,17,30,-1.5,4,2,1:00PM,47,Redskins,1.0,@,boxscore,1,Eagles,264,356,2017.0,2017,Under
7,-123.0,10-Sep,Sun,Cardinals,0.0,113.0,Cardinals,48.5,23,35,-2.0,4,1,1:00PM,58,Lions,1.0,,boxscore,1,Lions,308,367,2017.0,2017,Over
8,210.0,10-Sep,Sun,Texans,1.0,-230.0,Texans,37.5,7,29,-6.0,4,0,1:00PM,36,Jaguars,0.0,@,boxscore,1,Jaguars,203,280,2017.0,2017,Under
9,167.0,10-Sep,Sun,Rams,1.0,-178.0,Colts,41.5,9,46,-3.0,3,1,4:05PM,55,Colts,0.0,,boxscore,1,Rams,225,373,2017.0,2017,Over
10,-200.0,10-Sep,Sun,Panthers,0.0,185.0,49ers,45.0,3,23,-4.5,2,2,4:25PM,26,49ers,1.0,@,boxscore,1,Panthers,217,287,2017.0,2017,Under
11,120.0,10-Sep,Sun,Packers,1.0,-130.0,Seahawks,49.5,9,17,-2.5,1,1,4:25PM,26,Seahawks,0.0,,boxscore,1,Packers,225,370,2017.0,2017,Under
12,215.0,10-Sep,Sun,Cowboys,1.0,-235.0,Giants,46.0,3,19,-5.5,1,0,8:30PM,22,Giants,0.0,,boxscore,1,Cowboys,233,392,2017.0,2017,Under
